,abv,gravity,ibu,ibu_min,ibu_max,abv_min,abv_max,srm_min,srm_max,fg_min,fg_max,og_min
12642,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12643,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12644,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12645,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12646,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12647,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12648,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12649,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12650,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12651,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12652,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12653,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12654,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12655,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12656,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12657,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12658,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12659,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12660,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12661,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12662,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12663,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12664,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12665,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12666,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12667,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12668,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12669,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12670,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12671,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12672,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12673,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12674,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12675,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12676,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12677,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12678,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12679,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12680,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12681,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12682,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12683,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12684,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12685,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12686,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12687,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12688,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12689,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12690,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12691,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12692,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12693,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12694,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12695,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12696,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12697,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12698,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12699,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12700,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12701,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12702,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12703,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12704,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12705,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12706,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12707,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12708,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12709,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12710,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12711,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12712,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12713,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12714,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12715,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12716,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12717,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12718,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12719,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12720,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12721,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12722,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12723,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12724,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12725,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12726,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12727,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12728,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12729,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12730,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12731,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12732,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12733,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12734,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12735,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12736,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12737,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12738,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12739,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12740,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12741,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12742,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12743,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12744,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12745,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12746,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12747,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12748,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12749,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12750,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12751,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12752,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12753,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12754,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12755,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12756,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12757,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12758,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12759,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12760,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12761,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12762,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12763,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12764,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12765,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12766,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12767,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12768,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12769,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12770,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12771,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12772,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12773,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12774,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12775,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12776,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12777,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12778,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12779,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12780,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12781,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12782,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12783,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12784,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12785,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12786,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12787,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12788,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12789,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12790,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12791,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12792,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12793,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12794,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12795,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12796,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12797,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12798,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12799,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12800,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12801,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12802,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12803,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12804,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12805,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12806,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12807,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12808,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12809,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12810,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12811,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12812,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12813,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12814,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12815,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12816,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12817,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12818,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12819,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12820,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12821,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12822,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12823,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12824,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12825,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12826,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12827,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12828,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12829,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12830,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12831,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12832,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12833,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12834,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12835,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12836,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12837,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12838,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12839,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12840,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12841,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12842,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12843,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12844,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12845,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12846,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12847,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12848,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12849,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12850,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12851,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12852,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12853,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12854,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12855,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12856,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12857,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12858,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12859,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12860,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12861,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12862,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12863,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12864,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12865,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12866,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12867,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12868,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12869,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12870,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12871,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12872,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12873,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12874,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12875,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12876,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12877,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12878,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12879,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12880,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12881,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12882,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12883,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12884,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12885,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12886,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12887,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12888,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12889,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12890,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12891,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12892,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12893,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12894,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12895,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12896,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12897,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12898,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12899,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12900,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12901,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12902,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12903,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12904,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12905,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12906,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12907,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12908,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12909,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12910,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12911,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12912,5.5,1.05,45.0,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
12913,5.7,1.051,23.0,20.0,40.0,4.5,8.5,4.0,14.0,1.004,1.016,1.055
12914,7.5,1.076,64.2,30.0,42.0,4.5,5.6,6.0,14.0,1.008,1.014,1.044
